No event,NaN,NaN,NaN,0,1.56E+12,,
No event,0.06,9.81,-0.18,0,1.56E+12,,
No event,0.15,9.79,-0.16,0,1.56E+12,,
No event,0.17,9.79,-0.15,0,1.56E+12,,
No event,0.05,0.56,0.02,0,1.56E+12,,
No event,-0.01,0.01,-0.16,0,1.56E+12,,
No event,-0.03,0.04,0.13,0,1.56E+12,,
No event,0.06,0,0.19,0,1.56E+12,,
No event,0.06,-0.03,0.2,0,1.56E+12,,
No event,0.01,-0.05,0.02,0,1.56E+12,,
No event,0.42,-0.05,0.17,0,1.56E+12,,
No event,0.04,-0.03,-0.04,0,1.56E+12,,
No event,0.03,0.01,-0.06,0,1.56E+12,,
No event,-0.02,-0.01,-0.07,0,1.56E+12,,
No event,0.01,0,-0.07,0,1.56E+12,,
No event,0.04,-0.01,0.08,0,1.56E+12,,
No event,0.02,0.01,0.09,0,1.56E+12,,
No event,-0.03,-0.01,0.06,0,1.56E+12,,
No event,0,-0.01,0.08,0,1.56E+12,,
No event,-0.01,-0.02,0.15,0,1.56E+12,,
No event,0.08,0.05,0.06,0,1.56E+12,,
No event,0.08,-0.06,0.11,0,1.56E+12,,
No event,0.02,-0.01,0.16,0,1.56E+12,,
No event,0.01,0,0.18,0,1.56E+12,,
No event,-0.02,-0.01,0.17,0,1.56E+12,,
No event,0.04,-0.04,-0.11,0,1.56E+12,,
No event,0.2,-0.01,0.22,0,1.56E+12,,
No event,0.01,0.02,0.14,0,1.56E+12,,
No event,0.04,0.03,0.22,0,1.56E+12,,
No event,0.17,-0.04,0.3,0,1.56E+12,,
No event,-0.05,-0.01,0.27,0,1.56E+12,,
No event,-0.07,0,0.33,0,1.56E+12,,
No event,-0.11,0.01,0.35,0,1.56E+12,,
No event,-0.08,-0.01,0.31,0,1.56E+12,,
No event,-0.04,0.01,0.29,3.44,1.56E+12,,
No event,-0.07,0,0.27,3.44,1.56E+12,,
No event,-0.07,0,0.27,3.44,1.56E+12,,
No event,-0.09,0,0.29,3.44,1.56E+12,,
No event,-0.08,0,0.31,3.44,1.56E+12,,
No event,-0.08,0,0.3,3.44,1.56E+12,,
No event,-0.07,0,0.31,3.44,1.56E+12,,
No event,-0.09,0,0.3,3.44,1.56E+12,,
No event,-0.09,0,0.31,3.44,1.56E+12,,
No event,-0.1,0,0.3,3.44,1.56E+12,,
No event,-0.09,-0.01,0.3,2.73,1.56E+12,,
No event,-0.08,0,0.3,2.73,1.56E+12,,
No event,-0.09,-0.01,0.3,2.73,1.56E+12,,
No event,-0.09,0,0.3,2.73,1.56E+12,,
No event,-0.08,0,0.32,2.73,1.56E+12,,
No event,-0.1,0.01,0.31,2.11,1.56E+12,,
No event,-0.08,0,0.31,2.11,1.56E+12,,
No event,-0.06,0.01,0.33,2.11,1.56E+12,,
No event,-0.05,-0.01,0.27,2.11,1.56E+12,,
No event,-0.05,0.01,0.32,2.11,1.56E+12,,
No event,-0.05,0,0.33,1.02,1.56E+12,,
No event,-0.06,0,0.32,1.02,1.56E+12,,
No event,-0.04,-0.01,0.31,1.02,1.56E+12,,
No event,-0.04,0.01,0.3,1.02,1.56E+12,,
No event,-0.06,0,0.34,1.02,1.56E+12,,
No event,-0.05,0,0.34,0.08,1.56E+12,,
No event,-0.11,0.01,0.32,0.08,1.56E+12,,
No event,-0.05,0,0.3,0.08,1.56E+12,,
No event,-0.08,0.04,0.34,0.08,1.56E+12,,
No event,-0.1,-0.02,0.44,0.08,1.56E+12,,
No event,0.01,-0.01,0.27,0.2,1.56E+12,,
No event,0.01,0.05,0.22,0.2,1.56E+12,,
No event,-0.12,0.03,0.11,0.2,1.56E+12,,
No event,0.01,0,0.11,0.2,1.56E+12,,
No event,0,0,0.16,0.2,1.56E+12,,
No event,0.02,0,0.23,0.2,1.56E+12,,
No event,0.01,-0.02,0.23,0.2,1.56E+12,,
No event,-0.09,0,0.26,0.2,1.56E+12,,
No event,-0.07,0,0.26,0.2,1.56E+12,,
No event,-0.14,0.02,0.25,0.2,1.56E+12,,
No event,-0.1,0,0.32,0.15,1.56E+12,,
No event,-0.14,-0.01,0.38,0.15,1.56E+12,,
No event,-0.12,0.01,0.34,0.15,1.56E+12,,
No event,-0.1,0,0.35,0.15,1.56E+12,,
No event,-0.1,0,0.33,0.15,1.56E+12,,
No event,-0.1,0,0.34,0.02,1.56E+12,,
No event,-0.11,0,0.34,0.02,1.56E+12,,
No event,-0.11,-0.01,0.35,0.02,1.56E+12,,
No event,-0.11,0,0.34,0.02,1.56E+12,,
No event,-0.12,0,0.34,0.02,1.56E+12,,
No event,-0.12,0,0.33,0.03,1.56E+12,,
No event,-0.12,0,0.32,0.03,1.56E+12,,
No event,-0.11,-0.01,0.33,0.03,1.56E+12,,
No event,-0.1,0,0.34,0.03,1.56E+12,,
No event,-0.1,0.01,0.33,0.03,1.56E+12,,
No event,-0.1,0,0.33,0.01,1.56E+12,,
No event,-0.12,0,0.31,0.01,1.56E+12,,
No event,-0.12,0,0.31,0.01,1.56E+12,,
No event,-0.11,0,0.31,0.01,1.56E+12,,
No event,-0.13,0,0.32,0.01,1.56E+12,,
No event,-0.22,0.01,0.29,0.02,1.56E+12,,
No event,-0.21,-0.01,0.32,0.02,1.56E+12,,
No event,-0.12,-0.01,0.34,0.02,1.56E+12,,
No event,-0.3,0.1,0.28,0.02,1.56E+12,,
No event,-0.06,-0.02,0.11,0.02,1.56E+12,,
No event,-0.08,-0.01,0.3,0.03,1.56E+12,,
No event,-0.03,0.04,0.2,0.03,1.56E+12,,
No event,0,0.01,0.24,0.03,1.56E+12,,
No event,-0.01,0.01,0.2,0.03,1.56E+12,,
No event,-0.01,0.01,0.19,0.03,1.56E+12,,
No event,-0.01,-0.01,0.18,0.04,1.56E+12,,
No event,-0.01,-0.01,0.18,0.04,1.56E+12,,
No event,-0.01,0,0.22,0.04,1.56E+12,,
No event,-0.03,-0.01,0.23,0.04,1.56E+12,,
No event,-0.03,0.04,-0.08,0.04,1.56E+12,,
No event,-0.02,-0.02,-0.29,0.03,1.56E+12,,
No event,0.04,-0.01,-0.24,0.03,1.56E+12,,
No event,0.07,0.01,-0.32,0.03,1.56E+12,,
No event,0.07,0.06,-0.3,0.03,1.56E+12,,
No event,-0.08,0,-0.32,0.03,1.56E+12,,
No event,-0.19,0.05,-0.51,0.94,1.56E+12,,
No event,-0.1,-0.07,-0.56,0.94,1.56E+12,,
No event,-0.18,0.01,-0.19,0.94,1.56E+12,,
No event,-0.24,-0.05,0.13,0.94,1.56E+12,,
No event,-0.29,-0.02,-0.19,0.94,1.56E+12,,
No event,-0.18,0.2,0.32,0.94,1.56E+12,,
No event,-0.27,-0.15,-0.09,0.94,1.56E+12,,
No event,-0.46,0.08,-0.4,0.94,1.56E+12,,
No event,-0.02,-0.07,-0.17,0.94,1.56E+12,,
No event,-0.25,0.04,0.26,0.94,1.56E+12,,
No event,-0.11,0.03,0.04,3.18,1.56E+12,,
No event,-0.33,0,-0.28,3.18,1.56E+12,,
No event,-0.02,-0.23,-0.7,3.18,1.56E+12,,
No event,-0.01,0.31,-0.36,3.18,1.56E+12,,
No event,-0.36,-0.16,-0.03,3.18,1.56E+12,,
No event,-0.36,-0.16,0.45,6.38,1.56E+12,,
No event,-0.28,0.03,0.01,6.38,1.56E+12,,
No event,-0.52,-0.1,-0.11,6.38,1.56E+12,,
No event,-1.4,0.12,-0.23,6.38,1.56E+12,,
No event,-0.69,0.01,-0.2,6.38,1.56E+12,,
No event,0.2,0.08,-0.09,10.27,1.56E+12,,
No event,0.37,0.18,0.2,10.27,1.56E+12,,
No event,0.04,-0.16,-0.13,10.27,1.56E+12,,
No event,0.07,0,0.31,10.27,1.56E+12,,
No event,-0.18,0.03,0.11,10.27,1.56E+12,,
No event,-0.11,-0.14,-0.29,5.02,1.56E+12,,
No event,-0.17,0.11,0.11,5.02,1.56E+12,,
No event,-0.04,-0.03,0.15,5.02,1.56E+12,,
No event,-0.09,0.06,0.73,5.02,1.56E+12,,
No event,-0.84,-0.05,0.28,5.02,1.56E+12,,
No event,-1.37,-0.04,-0.03,8.66,1.56E+12,,
No event,-1.42,0,-0.31,8.66,1.56E+12,,
No event,-1.34,-0.1,-0.01,8.66,1.56E+12,,
No event,-0.38,0.15,0.71,8.66,1.56E+12,,
No event,-0.19,0,1.55,8.66,1.56E+12,,
No event,-0.09,0.05,1.59,5.98,1.56E+12,,
No event,-0.27,-0.01,1.16,5.98,1.56E+12,,
No event,-0.14,0.06,0.94,5.98,1.56E+12,,
No event,-0.11,-0.03,0.06,5.98,1.56E+12,,
No event,-0.08,-0.02,-0.45,5.98,1.56E+12,,
No event,0.01,-0.01,-0.56,1.51,1.56E+12,,
No event,0.07,-0.12,-0.4,1.51,1.56E+12,,
No event,-0.56,0.08,-0.18,1.51,1.56E+12,,
No event,-0.43,0.13,0.47,1.51,1.56E+12,,
No event,-0.15,-0.04,0.86,1.51,1.56E+12,,
No event,0.04,-0.05,0.31,2.44,1.56E+12,,
No event,-0.09,0.02,0.06,2.44,1.56E+12,,
No event,-0.45,0,0.45,2.44,1.56E+12,,
No event,-0.46,-0.07,1.1,2.44,1.56E+12,,
No event,-0.66,-0.02,0.31,2.44,1.56E+12,,
No event,-0.7,-0.04,-0.31,0.72,1.56E+12,,
No event,-1,-0.03,-0.37,0.72,1.56E+12,,
No event,-1.47,-0.1,-0.19,0.72,1.56E+12,,
No event,-0.83,0.03,-0.14,0.72,1.56E+12,,
No event,-0.71,0.05,0.39,0.72,1.56E+12,,
No event,-0.8,-0.05,-0.06,0.72,1.56E+12,,
No event,-0.73,-0.05,-0.58,0.72,1.56E+12,,
No event,-0.61,-0.05,-0.65,0.72,1.56E+12,,
No event,-0.58,-0.09,-0.75,0.72,1.56E+12,,
No event,-0.4,-0.02,-0.75,2.58,1.56E+12,,
No event,-0.68,0,-0.67,2.58,1.56E+12,,
No event,-0.69,-0.1,-0.74,2.58,1.56E+12,,
No event,-0.64,-0.07,0,2.58,1.56E+12,,
No event,-0.58,0.02,0.1,2.58,1.56E+12,,
No event,-0.46,0.35,0.28,10.23,1.56E+12,,
No event,-0.51,-0.1,0.53,10.23,1.56E+12,,
No event,-0.91,-0.26,0.47,10.23,1.56E+12,,
No event,-0.55,-0.34,-0.1,10.23,1.56E+12,,
No event,-0.5,0.61,0.39,10.23,1.56E+12,,
No event,-0.96,-0.07,0.3,9.33,1.56E+12,,
No event,-0.24,-0.17,0.44,9.33,1.56E+12,,
No event,0.1,0.33,0.01,9.33,1.56E+12,,
No event,0.05,-0.21,-0.05,9.33,1.56E+12,,
No event,0.41,0.02,0.38,9.33,1.56E+12,,
No event,0.02,0.16,0.66,7.45,1.56E+12,,
No event,0.14,-0.07,0.12,7.45,1.56E+12,,
No event,-0.58,-0.07,-0.15,7.45,1.56E+12,,
No event,0.54,0.06,-0.12,7.45,1.56E+12,,
No event,0.07,0.02,0.38,7.45,1.56E+12,,
No event,-0.23,-0.06,0.07,4.58,1.56E+12,,
No event,-0.47,0.15,-0.19,4.58,1.56E+12,,
No event,-0.44,-0.22,-0.23,4.58,1.56E+12,,
No event,-0.58,0.29,-0.56,4.58,1.56E+12,,
No event,-0.67,-0.12,-0.51,4.58,1.56E+12,,
No event,-0.49,0.04,-0.5,6.78,1.56E+12,,
No event,-0.73,-0.17,-0.43,6.78,1.56E+12,,
No event,-0.26,0.14,-0.62,6.78,1.56E+12,,
No event,-0.01,-0.02,0.32,6.78,1.56E+12,,
No event,0.41,0.06,0.72,6.78,1.56E+12,,
No event,0.47,0.04,1.1,6.27,1.56E+12,,
No event,0.31,0.04,0,6.27,1.56E+12,,
No event,0.07,-0.04,-0.16,6.27,1.56E+12,,
