No event,NaN,NaN,NaN,0.00,1562549972413
No event,0.07,9.86,-0.41,0.00,1562549973410
No event,-0.13,9.83,-0.30,0.00,1562549974409
No event,-0.26,9.85,-0.39,0.00,1562549975409
No event,-0.06,0.58,0.03,0.00,1562549976410
No event,-0.04,0.05,0.14,0.00,1562549977410
No event,0.08,-0.02,0.07,0.00,1562549978410
No event,0.07,0.00,0.13,0.00,1562549979410
No event,0.01,0.00,0.11,0.00,1562549980411
No event,-0.03,0.01,0.11,0.00,1562549981411
No event,-0.05,-0.00,0.11,0.00,1562549982411
No event,-0.06,-0.00,0.11,0.00,1562549983410
No event,-0.07,0.01,0.12,0.00,1562549984410
No event,-0.06,0.00,0.10,0.00,1562549985411
No event,-0.07,-0.01,0.12,0.00,1562549986411
No event,-0.07,-0.00,0.11,0.00,1562549987412
No event,-0.08,-0.00,0.10,0.00,1562549988416
No event,-0.07,0.01,0.11,0.00,1562549989414
No event,-0.05,0.01,0.12,0.00,1562549990413
No event,-0.07,-0.01,0.13,0.00,1562549991415
No event,-0.08,-0.00,0.13,0.00,1562549992415
No event,-0.05,0.00,0.15,0.00,1562549993416
No event,-0.03,-0.00,0.14,0.00,1562549994416
No event,-0.05,0.01,0.15,0.00,1562549995418
No event,-0.07,0.01,0.11,0.00,1562549996416
No event,-0.08,0.00,0.12,0.00,1562549997418
No event,-0.12,0.05,0.06,0.00,1562549998418
No event,-0.02,-0.00,0.10,0.00,1562549999418
No event,-0.02,-0.01,0.09,0.00,1562550000418
No event,-0.05,0.00,0.07,0.00,1562550001419
No event,-0.06,-0.01,0.09,0.00,1562550002419
No event,-0.04,-0.00,0.05,0.00,1562550003420
No event,-0.07,0.00,0.03,0.00,1562550004421
No event,-0.07,0.00,0.02,0.00,1562550005422
No event,-0.06,-0.03,0.02,0.00,1562550006423
No event,0.06,-0.01,0.04,0.00,1562550007423
No event,0.03,-0.03,0.12,0.00,1562550008423
No event,0.06,-0.03,0.07,0.00,1562550009424
No event,0.03,0.04,0.03,0.00,1562550010425
No event,0.11,0.01,0.14,0.00,1562550011425
No event,0.12,0.01,0.14,0.00,1562550012426
No event,0.02,-0.01,0.02,0.00,1562550013426
No event,0.06,-0.04,0.02,0.00,1562550014427
No event,0.14,0.00,-0.04,0.00,1562550015426
No event,-0.01,0.09,0.06,0.00,1562550016427
No event,-0.05,0.01,-0.13,0.00,1562550017428
No event,-0.14,0.01,0.01,0.00,1562550018427
No event,0.29,-0.03,-0.38,0.00,1562550019428
No event,-0.13,-0.01,-0.32,0.00,1562550020428
No event,-0.21,0.01,-0.10,0.00,1562550021429
No event,-0.15,-0.05,-0.14,0.00,1562550022431
No event,-0.25,0.01,-0.00,0.00,1562550023429
No event,-0.23,0.05,-0.08,0.00,1562550024430
No event,-0.16,0.02,-0.06,0.00,1562550025431
No event,-0.11,-0.01,0.08,0.00,1562550026432
No event,-0.12,0.00,0.03,0.00,1562550027434
No event,-0.16,-0.01,0.02,0.00,1562550028434
No event,-0.14,0.00,0.11,0.00,1562550029434
No event,-0.30,-0.01,0.12,0.00,1562550030435
No event,-0.39,0.02,-0.00,0.00,1562550031436
No event,-0.08,0.01,0.21,0.00,1562550032436
No event,-0.16,-0.01,0.11,0.00,1562550033436
No event,-0.16,0.01,0.09,0.00,1562550034436
No event,-0.17,-0.01,0.09,0.00,1562550035437
No event,-0.15,0.01,0.10,0.00,1562550036438
No event,-0.14,0.00,0.11,0.00,1562550037438
No event,-0.16,0.00,0.12,0.00,1562550038437
No event,-0.09,0.01,0.14,0.00,1562550039438
No event,-0.12,0.00,0.15,0.00,1562550040438
No event,-0.14,0.01,0.10,0.00,1562550041439
No event,-0.18,-0.01,0.09,0.00,1562550042441
No event,-0.15,-0.01,0.07,0.00,1562550043441
No event,-0.21,0.00,0.12,0.00,1562550044441
No event,-0.21,0.01,0.18,0.00,1562550045441
No event,-0.21,-0.00,0.20,0.00,1562550046442
No event,-0.24,0.01,0.19,0.00,1562550047443
No event,-0.19,-0.01,0.20,0.00,1562550048444
No event,-0.23,0.01,0.21,0.00,1562550049444
No event,-0.24,0.01,0.22,0.00,1562550050444
No event,-0.23,0.00,0.21,0.00,1562550051444
No event,-0.26,-0.01,0.21,0.00,1562550052445
No event,-0.26,-0.01,0.21,0.00,1562550053444
No event,-0.23,-0.00,0.21,0.00,1562550054445
No event,-0.27,0.00,0.20,0.00,1562550055444
No event,-0.26,0.00,0.22,0.00,1562550056445
No event,-0.25,-0.00,0.23,0.00,1562550057446
No event,-0.26,0.00,0.20,0.00,1562550058448
No event,-0.28,-0.00,0.23,0.00,1562550059446
No event,-0.25,0.02,0.22,0.00,1562550060447
No event,-0.25,0.00,0.23,0.00,1562550061447
No event,-0.25,-0.00,0.21,0.00,1562550062448
No event,-0.25,-0.00,0.22,0.00,1562550063448
No event,-0.25,0.01,0.23,0.00,1562550064449
No event,-0.24,-0.00,0.24,0.00,1562550065449
No event,-0.24,-0.00,0.23,0.00,1562550066449
No event,-0.25,-0.00,0.22,0.00,1562550067449
No event,-0.25,-0.00,0.23,0.00,1562550068450
No event,-0.26,0.00,0.24,0.00,1562550069450
No event,-0.26,0.01,0.21,0.00,1562550070453
No event,-0.26,-0.01,0.22,0.00,1562550071450
No event,-0.26,0.00,0.23,0.00,1562550072451
No event,-0.28,-0.00,0.22,0.00,1562550073451
No event,-0.26,0.00,0.24,0.00,1562550074451
