No event,NaN,NaN,NaN,0,1.56078E+12
No event,0.14,-0.07,0.37,0,1.56078E+12
No event,0.14,-0.1,0.4,0,1.56078E+12
No event,0.16,-0.11,0.41,0,1.56078E+12
No event,0.16,-0.13,0.42,0,1.56078E+12
No event,0.17,-0.13,0.42,0,1.56078E+12
No event,0.18,-0.12,0.42,0,1.56078E+12
No event,0.2,-0.12,0.42,0,1.56078E+12
No event,0.21,-0.15,0.43,0,1.56078E+12
No event,0.2,-0.16,0.47,0,1.56078E+12
No event,0.27,-0.33,0.46,0,1.56078E+12
No event,0.5,-0.41,0.7,0,1.56078E+12
No event,0.44,-0.44,0.74,0,1.56078E+12
No event,NaN,NaN,NaN,0,1.56078E+12
No event,0,0.01,0,0,1.56078E+12
No event,-0.01,0.02,-0.03,0,1.56078E+12
No event,-0.01,0.03,-0.03,0,1.56078E+12
No event,-0.01,0.03,-0.04,0,1.56078E+12
No event,0.01,0.31,-0.29,0,1.56078E+12
No event,NaN,NaN,NaN,0,1.56078E+12
No event,0.02,0.02,-0.04,0,1.56078E+12
No event,0.03,-0.01,-0.02,0,1.56078E+12
No event,0.01,-0.03,0.02,0,1.56078E+12
No event,0,-0.03,0.04,0,1.56078E+12
No event,0.02,-0.03,0.05,0,1.56078E+12
No event,0,-0.04,0.06,0,1.56078E+12
No event,0,-0.04,0.05,0,1.56078E+12
No event,0,-0.05,0.07,0,1.56078E+12
No event,-0.03,-0.05,0.09,0,1.56078E+12
No event,-0.02,-0.07,0.07,0,1.56078E+12
No event,0.02,-0.06,0.04,0,1.56078E+12
No event,NaN,NaN,NaN,0,1.56082E+12
No event,-0.21,9.76,0.05,0,1.56082E+12
No event,-0.22,9.8,-0.19,0,1.56082E+12
No event,-0.24,9.81,-0.18,0,1.56082E+12
No event,-0.08,0.58,-0.09,0,1.56082E+12
No event,0.21,-0.06,0,0,1.56082E+12
No event,-0.17,-0.02,-0.05,0,1.56082E+12
No event,-0.05,0,-0.26,0,1.56082E+12
No event,0.03,-0.04,-0.03,0,1.56082E+12
No event,0.12,0.02,-0.3,0,1.56082E+12
No event,-0.02,0.09,-0.49,0,1.56082E+12
No event,-0.03,-0.16,-0.46,0,1.56082E+12
Acceleration,0.49,0.34,-0.82,0,1.56082E+12
No event,0.13,-0.2,-0.25,0,1.56082E+12
No event,0.35,0.06,0.11,0,1.56082E+12
No event,0.13,-0.01,0.74,0,1.56082E+12
No event,-0.14,-0.18,0.14,0,1.56082E+12
No event,-0.08,-0.15,0.1,0,1.56082E+12
No event,-0.31,-0.01,-0.36,0,1.56082E+12
No event,0.17,-0.03,-0.2,0,1.56082E+12
No event,0.29,-0.18,-0.35,0,1.56082E+12
No event,0.13,-0.02,-0.05,0,1.56082E+12
No event,-0.03,0.36,0.11,0,1.56082E+12
No event,-0.13,-0.18,0.89,0,1.56082E+12
No event,0.13,0.03,0.62,0,1.56082E+12
No event,0.17,0.02,0.92,0,1.56082E+12
No event,0.33,-0.02,0.22,0,1.56082E+12
No event,0,0,-0.07,0,1.56082E+12
No event,0.21,-0.03,-0.42,0,1.56082E+12
No event,0.4,-0.09,-0.26,0,1.56082E+12
No event,-0.46,-0.42,0.04,0,1.56082E+12
No event,0.46,0.16,-0.32,0,1.56082E+12
No event,-0.39,0.05,-0.17,0,1.56082E+12
No event,-0.37,0.1,0.22,0,1.56082E+12
No event,-0.03,0.03,-0.03,0,1.56082E+12
No event,-0.07,-0.13,-0.31,0,1.56082E+12
No event,0.06,0.1,-0.03,0,1.56082E+12
No event,-0.41,-0.09,0.9,0,1.56082E+12
No event,-0.47,-0.01,-0.08,0,1.56082E+12
No event,-0.45,-0.06,-0.19,0,1.56082E+12
No event,-0.14,-0.04,-0.07,0,1.56082E+12
No event,-0.26,0.2,-0.01,0,1.56082E+12
No event,-0.11,-0.18,0,∞,1.56082E+12
No event,0.28,-0.09,-0.5,∞,1.56082E+12
No event,0.33,-0.12,-0.04,∞,1.56082E+12
No event,0.26,-0.02,-0.02,∞,1.56082E+12
No event,-0.15,0.04,-0.43,∞,1.56082E+12
No event,0.38,0.01,-0.06,∞,1.56082E+12
No event,0.12,-0.18,-0.03,∞,1.56082E+12
No event,0.01,0.01,0.33,∞,1.56082E+12
No event,0.22,-0.16,0.24,∞,1.56082E+12
No event,-0.08,-0.24,-0.37,∞,1.56082E+12
No event,0.47,0.15,0.1,∞,1.56082E+12
No event,0.17,-0.02,0.31,∞,1.56082E+12
No event,0.31,-0.01,0.15,∞,1.56082E+12
No event,0.27,0.08,-0.08,∞,1.56082E+12
No event,-0.05,0.19,-0.01,∞,1.56082E+12
No event,0.28,-0.26,0.13,∞,1.56082E+12
No event,0.04,-0.3,-0.08,∞,1.56082E+12
No event,-0.07,-0.02,-0.13,∞,1.56082E+12
Speeding,1.29,-0.27,-0.5,∞,1.56082E+12
No event,0.08,0.17,0.34,∞,1.56082E+12
No event,0.03,-0.16,0.3,∞,1.56082E+12
No event,0.05,-0.13,0.35,∞,1.56082E+12
No event,0.48,-0.78,-0.12,∞,1.56082E+12
No event,-0.49,-0.37,-0.44,∞,1.56082E+12
No event,0.27,0,-0.22,∞,1.56082E+12
No event,0.02,0.52,0.06,∞,1.56082E+12
No event,0.15,-0.01,-0.21,∞,1.56082E+12
No event,0.04,0.09,0.39,∞,1.56082E+12
No event,0.11,0.03,0.1,∞,1.56082E+12
No event,-0.11,0.07,-0.15,∞,1.56082E+12
No event,0.33,0.08,-0.11,∞,1.56082E+12
No event,0.02,0.21,-0.02,∞,1.56082E+12
No event,-0.31,0.01,0.1,∞,1.56082E+12
No event,-0.33,0.19,0.04,∞,1.56082E+12
No event,-0.45,-0.23,-0.06,∞,1.56082E+12
No event,-0.12,-0.02,-0.01,∞,1.56082E+12
No event,-0.15,0.56,0.15,12.68,1.56082E+12
No event,0.33,0.06,0.42,∞,1.56082E+12
No event,-0.16,0.52,0.07,∞,1.56082E+12
No event,0.48,0.21,0.29,∞,1.56082E+12
No event,0.08,-0.04,0.91,∞,1.56082E+12
No event,-0.03,-0.1,0.35,∞,1.56082E+12
No event,0.33,-0.34,0.28,∞,1.56082E+12
No event,0.12,0.41,0.24,∞,1.56082E+12
No event,0.21,-0.21,0.6,∞,1.56082E+12
No event,-0.43,0.38,0.54,∞,1.56082E+12
No event,0.36,-0.1,0.71,∞,1.56082E+12
No event,0.45,-0.12,0.78,∞,1.56082E+12
No event,-0.08,0.07,0.44,∞,1.56082E+12
No event,0.04,0.1,0.9,∞,1.56082E+12
No event,0.21,-0.27,0.49,∞,1.56082E+12
No event,0.25,-0.12,0.27,∞,1.56082E+12
No event,-0.08,0.29,0.7,∞,1.56082E+12
No event,0.47,0.19,0.34,∞,1.56082E+12
No event,0.28,-0.18,0.56,∞,1.56082E+12
No event,-0.48,0.99,-0.3,∞,1.56082E+12
No event,0.4,0.9,0.45,∞,1.56082E+12
No event,0.31,-0.7,0.6,∞,1.56082E+12
No event,0.28,0.09,0.07,5.76,1.56082E+12
No event,0.11,-0.15,0.06,7.09,1.56082E+12
No event,0.16,0.18,-0.07,∞,1.56082E+12
No event,0.04,0.06,-0.02,∞,1.56082E+12
No event,0.05,0.11,-0.01,∞,1.56082E+12
No event,0.18,-0.13,-0.04,∞,1.56082E+12
No event,0.28,0.29,0.1,∞,1.56082E+12
