Turn,1.42,-7.04,8.7,0,1.56587E+12,12.98953873,77.70326367,15-08-2019
Acceleration,-0.66,2.85,-3.2,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.37,2.27,-3.22,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.28,2.44,-3.6,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.6,2.64,-5.16,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.92,2.85,-4.62,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.76,1.73,-3.22,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.96,0.5,-4.38,0,1.56664E+12,0,0,24-08-2019
Turn,-1.96,0.5,-4.38,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.65,1.29,-6.36,0,1.56664E+12,0,0,24-08-2019
Turn,1.49,2.88,-5.91,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.39,2.29,-4.16,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.54,2.52,-4.48,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.19,2.74,-4.9,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.36,2.7,-5.69,0,1.56664E+12,0,0,24-08-2019
Brake,1.18,-5.44,2.95,0,1.56664E+12,0,0,24-08-2019
Brake,0.55,-3.18,2.15,0,1.56664E+12,0,0,24-08-2019
Brake,1.17,-4.22,2.49,0,1.56664E+12,0,0,24-08-2019
Brake,1.8,-7.05,2.97,0,1.56664E+12,0,0,24-08-2019
Turn,1.8,-7.05,2.97,0,1.56664E+12,0,0,24-08-2019
Brake,0.94,-6.83,2.56,0,1.56664E+12,0,0,24-08-2019
Turn,1.28,-6.56,3.16,0,1.56664E+12,0,0,24-08-2019
Brake,1.27,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Turn,1.27,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Brake,1.29,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Turn,1.29,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Brake,1.28,-6.58,3.15,0,1.56664E+12,0,0,24-08-2019
Turn,1.28,-6.58,3.15,0,1.56664E+12,0,0,24-08-2019
Brake,1.29,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Turn,1.29,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Brake,1.28,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Turn,1.28,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Brake,1.28,-6.58,3.14,0,1.56664E+12,0,0,24-08-2019
Turn,1.28,-6.58,3.14,0,1.56664E+12,0,0,24-08-2019
Brake,1.28,-6.57,3.15,0,1.56664E+12,0,0,24-08-2019
Turn,1.28,-6.57,3.15,0,1.56664E+12,0,0,24-08-2019
Brake,1.28,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Turn,1.28,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Brake,1.27,-6.57,3.15,0,1.56664E+12,0,0,24-08-2019
Turn,1.27,-6.57,3.15,0,1.56664E+12,0,0,24-08-2019
Brake,1.28,-6.58,3.14,0,1.56664E+12,0,0,24-08-2019
Turn,1.28,-6.58,3.14,0,1.56664E+12,0,0,24-08-2019
Brake,1.28,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Turn,1.28,-6.57,3.14,0,1.56664E+12,0,0,24-08-2019
Brake,1.36,-6.62,3.15,0,1.56664E+12,0,0,24-08-2019
Turn,1.36,-6.62,3.15,0,1.56664E+12,0,0,24-08-2019
Brake,1.33,-6.5,3.13,0,1.56664E+12,0,0,24-08-2019
Turn,1.33,-6.5,3.13,0,1.56664E+12,0,0,24-08-2019
Turn,-1.48,1.85,-0.16,0,1.56664E+12,0,0,24-08-2019
Acceleration,-2.06,2.14,-2.01,0,1.56664E+12,0,0,24-08-2019
Acceleration,3.66,-12.89,-4.35,0,1.56664E+12,0,0,24-08-2019
Turn,5.54,-9.94,-5.32,0,1.56664E+12,0,0,24-08-2019
Turn,-1.31,-0.85,0.66,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.28,2.44,-1.8,0,1.56664E+12,0,0,24-08-2019
Turn,-1.28,2.44,-1.8,0,1.56664E+12,0,0,24-08-2019
Acceleration,-3.74,1.06,-1.28,0,1.56664E+12,0,0,24-08-2019
Turn,-1.63,0.11,0.1,0,1.56664E+12,0,0,24-08-2019
Turn,1.35,0.17,-0.24,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.22,2.18,-1.67,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.37,3.1,-3.93,0,1.56664E+12,0,0,24-08-2019
Acceleration,0.2,4.05,-5.99,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.08,4.12,-6.03,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.37,4.13,-6.19,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.41,4.15,-5.99,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.87,4.06,-5.72,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1,4.14,-6.11,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.23,4.14,-6.08,0,1.56664E+12,0,0,24-08-2019
Turn,-1.45,0.35,-0.7,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.09,4.18,-5.9,0,1.56664E+12,0,0,24-08-2019
Turn,-1.31,0.38,-0.52,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.14,3.94,-5.35,0,1.56664E+12,0,0,24-08-2019
Turn,-1.36,0.15,0.03,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.33,4.03,-5.56,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.65,3.84,-5.24,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.7,3.68,-4.44,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.19,3.56,-4.45,0,1.56664E+12,0,0,24-08-2019
Turn,-1.37,-0.24,0.96,0,1.56664E+12,0,0,24-08-2019
Acceleration,-0.65,3.73,-4.56,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.27,3.83,-4.64,0,1.56664E+12,0,0,24-08-2019
Turn,-1.43,0.01,0.76,0,1.56664E+12,0,0,24-08-2019
Turn,-1.27,3.83,-4.64,0,1.56664E+12,0,0,24-08-2019
Acceleration,-2.43,3.75,-4.98,0,1.56664E+12,0,0,24-08-2019
Acceleration,-2.27,3.83,-5.08,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.78,3.5,-4.06,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.69,3.59,-4.22,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.17,3.7,-4.37,0,1.56664E+12,0,0,24-08-2019
Turn,-1.5,3.56,-4.02,0,1.56664E+12,0,0,24-08-2019
Turn,-1.72,-0.23,1.36,0,1.56664E+12,0,0,24-08-2019
Turn,-1.45,-0.09,1.04,0,1.56664E+12,0,0,24-08-2019
Acceleration,-1.25,3.5,-3.91,0,1.56664E+12,0,0,24-08-2019
Brake,-1.23,-0.78,2.38,0,1.56664E+12,0,0,24-08-2019
Turn,-1.38,-1.12,2.91,0,1.56664E+12,0,0,24-08-2019
