No event,NaN,NaN,NaN,0,1561340563123,,
No event,0.22,9.8,0.15,0,1561340564120,,
No event,0.29,9.73,0.04,0,1561340565120,,
No event,0.34,9.72,0.13,0,1561340566120,,
No event,0.03,0.61,-0.02,0,1561340567119,,
No event,0.14,0.28,-0.63,0,1561340568119,,
No event,0.05,-0.01,0.01,0,1561340569119,,
No event,0.06,-0.01,0.06,0,1561340570120,,
No event,0.06,-0.01,0.07,0,1561340571120,,
No event,0.05,-0.03,0.07,0,1561340572121,,
No event,0.08,0.01,0.11,0,1561340573121,,
No event,0.07,-0.01,0.18,0,1561340574121,,
No event,0.06,-0.02,0.01,0,1561340575124,,
No event,0.07,-0.02,0.02,0,1561340576123,,
No event,-0.03,-0.03,-0.08,0,1561340577122,,
No event,0.01,-0.01,-0.06,0,1561340578122,,
No event,0.07,0,0.16,0,1561340579122,,
No event,0.02,-0.01,0.04,0,1561340580122,,
No event,0.06,-0.02,0.08,0.05,1561340581122,,
No event,0.03,-0.01,0.03,0.05,1561340582123,,
No event,0.04,-0.02,0.07,0.05,1561340583125,,
No event,0.03,0,0.05,0.05,1561340584124,,
No event,0.05,-0.01,0.08,0.05,1561340585124,,
No event,0.04,-0.01,0.08,0.2,1561340586124,,
No event,0.03,-0.01,0.09,0.2,1561340587124,,
No event,0.04,-0.01,0.08,0.2,1561340588125,,
No event,0.06,-0.02,0.04,0.2,1561340589126,,
No event,0.07,-0.07,0.04,0.2,1561340590126,,
No event,0.02,0,0.1,0.2,1561340591127,,
No event,-0.25,-0.09,-0.18,0.2,1561340592127,,
No event,-0.14,-0.04,-0.21,0.2,1561340593129,,
No event,-0.13,-0.01,0.01,0.2,1561340594129,,
No event,-0.01,-0.01,0.17,0.2,1561340595130,,
No event,-0.03,0,0.14,0.11,1561340596130,,
No event,0.01,0.05,-0.04,0.11,1561340597132,,
No event,0.06,0,-0.46,0.11,1561340598132,,
No event,0.01,-0.03,-0.3,0.11,1561340599134,,
No event,0.06,-0.03,-0.34,0.11,1561340600134,,
No event,0.05,-0.02,-0.33,0.11,1561340601135,,
No event,0.15,-0.02,-0.38,0.11,1561340602137,,
No event,0.04,-0.03,-0.38,0.11,1561340603137,,
No event,0.08,-0.03,-0.41,0.11,1561340604138,,
No event,0.05,-0.02,-0.42,0.08,1561340605139,,
