No event,NaN,NaN,NaN,0.00,1561513319033
No event,-0.28,9.84,0.02,0.00,1561513320031
No event,-0.13,9.80,0.34,0.00,1561513321032
No event,0.01,9.76,0.47,0.00,1561513322035
No event,0.09,0.46,0.10,0.00,1561513323032
No event,0.28,-0.06,0.13,0.00,1561513324033
No event,0.33,-0.01,0.35,0.00,1561513325033
No event,0.25,-0.09,0.24,0.00,1561513326034
No event,1.18,-0.09,0.48,0.00,1561513327035
No event,1.28,-0.20,0.44,0.00,1561513328036
No event,2.05,0.28,-0.39,0.00,1561513329037
No event,0.60,0.06,0.31,0.00,1561513330038
No event,-0.02,-0.34,-0.74,0.00,1561513331040
No event,0.40,-0.02,-0.68,0.00,1561513332039
No event,0.25,-0.09,-0.84,0.00,1561513333043
No event,0.43,-0.11,-0.96,0.00,1561513334039
No event,NaN,NaN,NaN,0.00,1561513337951
No event,0.23,9.74,-0.49,0.00,1561513338949
No event,0.20,9.78,-0.42,0.00,1561513339949
No event,0.18,9.76,-0.39,0.00,1561513340951
No event,0.01,0.58,0.05,0.00,1561513341949
No event,-0.02,0.01,0.17,0.00,1561513342950
No event,-0.04,-0.01,0.13,0.00,1561513343950
No event,-0.01,0.00,0.15,0.00,1561513344950
No event,-0.04,0.00,0.15,0.00,1561513345951
No event,-0.06,0.01,0.17,0.00,1561513346952
No event,-0.02,0.01,0.20,0.00,1561513347956
No event,-0.02,0.01,0.19,0.00,1561513348955
No event,-0.03,0.01,0.20,0.00,1561513349957
No event,-0.03,-0.00,0.19,0.00,1561513350957
No event,-0.03,0.01,0.20,0.00,1561513351958
No event,-0.03,0.01,0.19,0.00,1561513352958
No event,-0.03,0.01,0.19,0.00,1561513353959
No event,-0.03,0.01,0.19,0.00,1561513354960
No event,-0.02,0.00,0.19,0.00,1561513355960
No event,-0.03,0.01,0.20,0.00,1561513356960
No event,-0.03,0.01,0.18,0.00,1561513357961
No event,-0.03,0.01,0.19,0.00,1561513358961
No event,-0.03,0.02,0.18,0.00,1561513359961
No event,-0.02,-0.01,0.19,0.00,1561513360960
No event,-0.05,0.01,0.19,0.00,1561513361961
No event,-0.03,-0.00,0.18,0.00,1561513362963
No event,-0.01,-0.00,0.20,0.00,1561513363962
